Cluster,Gene,PCT 1,PCT 2,PCT Ratio,p value,Average Log2FC
PVT-5,Kcnh8,0.222,0.595,0.373109244,1.25E-23,-2.426173019
PVT-1,Akain1,0.025,0.067,0.373134328,0.005541611,-1.523067432
PVT-2,Pdzrn3,0.074,0.198,0.373737374,3.00E-22,-1.387525199
PVT-4,Synpr,0.138,0.369,0.37398374,2.27E-15,-1.939997205
PVT-2,Gm11418,0.033,0.088,0.375,1.87E-07,-1.670407602
PVT-2,Mmp17,0.03,0.08,0.375,2.25E-06,-1.567149772
PVT-3,Exph5,0.151,0.402,0.375621891,3.17E-12,-1.746645982
PVT-4,Sned1,0.127,0.338,0.375739645,9.92E-13,-1.723355205
PVT-3,Chrna4,0.094,0.25,0.376,0.000148825,-1.580391729
PVT-3,Syt17,0.328,0.872,0.376146789,5.95E-66,-1.987382529
PVT-2,Gm47471,0.038,0.101,0.376237624,2.15E-09,-1.515475998
PVT-4,Pkib,0.058,0.154,0.376623377,0.008969093,-1.75515102
PVT-2,Baiap3,0.135,0.358,0.377094972,8.59E-51,-1.579031427
PVT-2,Gm973,0.043,0.114,0.377192982,1.12E-10,-1.396400138
PVT-4,Alpk1,0.061,0.161,0.378881988,0.012194308,-1.222138269
PVT-2,Greb1,0.03,0.079,0.379746835,2.52E-06,-1.578335157
PVT-2,Gm31374,0.03,0.079,0.379746835,3.90E-06,-1.314001213
PVT-2,Rprm,0.019,0.05,0.38,0.010041417,-1.400252463
PVT-3,Chrm2,0.283,0.743,0.380888291,1.83E-51,-2.866274286
PVT-2,Il6ra,0.096,0.252,0.380952381,6.34E-31,-1.564385598
PVT-1,Adamts18,0.058,0.152,0.381578947,1.03E-10,-1.694964002
PVT-5,Esr1,0.085,0.222,0.382882883,0.025314691,-1.702362014
PVT-1,Slit2,0.108,0.282,0.382978723,8.25E-30,-3.032867092
PVT-2,Gckr,0.113,0.294,0.384353741,1.23E-36,-1.450080735
PVT-2,Slc16a2,0.085,0.221,0.384615385,6.99E-26,-1.624485938
PVT-2,Gm3739,0.02,0.052,0.384615385,0.009006766,-1.401076625
PVT-1,Itga4,0.046,0.119,0.386554622,1.83E-07,-1.600870766
PVT-1,Cemip,0.046,0.119,0.386554622,1.89E-07,-1.806989204
PVT-3,Gm15418,0.083,0.214,0.387850467,0.005255987,-1.574477689
PVT-4,Shroom3,0.212,0.546,0.388278388,2.36E-31,-2.222395418
PVT-2,Mpp4,0.03,0.077,0.38961039,2.10E-05,-1.392752361
PVT-2,Csf1,0.032,0.082,0.390243902,2.36E-06,-1.3054392
PVT-3,Pmepa1,0.113,0.289,0.39100346,6.84E-06,-1.559474761
PVT-3,Col8a1,0.113,0.289,0.39100346,2.20E-05,-1.487188304
PVT-2,Esyt3,0.018,0.046,0.391304348,0.027090648,-1.414174839
PVT-1,Cmtm7,0.031,0.079,0.392405063,0.001802402,-1.561620672
PVT-3,Slco5a1,0.083,0.211,0.393364929,0.011935936,-1.367199273
PVT-2,Plch2,0.178,0.452,0.39380531,8.33E-65,-1.427718216
PVT-2,Sft2d2,0.03,0.076,0.394736842,3.14E-05,-1.329285942
PVT-2,Plcg2,0.064,0.162,0.395061728,8.27E-16,-1.43887528
PVT-5,Slc44a5,0.184,0.464,0.396551724,3.73E-13,-2.46182191
PVT-2,Stk26,0.05,0.126,0.396825397,1.82E-11,-1.523868824
PVT-2,Vipr2,0.181,0.455,0.397802198,5.81E-64,-1.414547484
PVT-2,Ncmap,0.041,0.103,0.398058252,2.87E-08,-1.368195256
PVT-3,Gm12027,0.102,0.255,0.4,0.000329017,-1.452551302
PVT-3,Lef1,0.279,0.696,0.400862069,2.71E-42,-2.697893903
PVT-3,Gm16351,0.151,0.375,0.402666667,9.64E-09,-1.430141688
PVT-2,Pde2a,0.12,0.298,0.402684564,1.15E-34,-1.407682848
PVT-1,Il15ra,0.029,0.072,0.402777778,0.014586648,-1.409617579
PVT-2,Gm49878,0.05,0.124,0.403225806,8.13E-11,-1.367421071
PVT-2,Gm6602,0.025,0.062,0.403225806,0.001714251,-1.388855208
PVT-3,Fgf9,0.094,0.233,0.403433476,0.003647765,-1.298958412
PVT-2,Gm4890,0.021,0.052,0.403846154,0.016864031,-1.282432128
PVT-4,Junos,0.085,0.21,0.404761905,0.00040401,-1.264293916
PVT-4,Kcnmb2,0.27,0.666,0.405405405,2.23E-47,-2.271556288
PVT-4,Sh3bp4,0.157,0.387,0.405684755,2.31E-13,-1.403765625
PVT-2,Sipa1,0.04,0.098,0.408163265,1.53E-07,-1.340535083
PVT-2,Ccdc150,0.02,0.049,0.408163265,0.048475201,-1.343932718
PVT-2,Mpp3,0.087,0.213,0.408450704,2.97E-21,-1.345405607
PVT-2,Spata13,0.047,0.115,0.408695652,5.57E-09,-1.27354339
PVT-2,Gm48393,0.025,0.061,0.409836066,0.003566704,-1.220007601
PVT-2,Gm49876,0.062,0.151,0.410596026,1.25E-13,-1.325875314
PVT-1,Lgr5,0.028,0.068,0.411764706,0.039110807,-1.538966127
PVT-4,Igf1,0.196,0.476,0.411764706,1.54E-21,-1.804314532
PVT-3,Gm1715,0.094,0.228,0.412280702,0.005025638,-1.518439238
PVT-2,Lix1,0.026,0.063,0.412698413,0.002031913,-1.387302346
PVT-3,Ptger3,0.136,0.329,0.41337386,5.42E-07,-1.607581857
PVT-2,Tacr1,0.036,0.087,0.413793103,6.26E-06,-1.548403231
PVT-4,Utrn,0.264,0.637,0.4144427,3.91E-42,-2.223586701
PVT-2,Traf3,0.086,0.207,0.415458937,1.77E-21,-1.700781251
PVT-3,Pdgfc,0.106,0.255,0.415686275,0.000364706,-1.724833682
PVT-2,Cfap61,0.148,0.356,0.415730337,5.65E-42,-1.332647965
PVT-4,Plch1,0.121,0.291,0.41580756,4.87E-08,-1.443845813
PVT-1,Shb,0.042,0.101,0.415841584,0.000161149,-1.307940879
PVT-2,Tdrd12,0.025,0.06,0.416666667,0.006521797,-1.308981845
PVT-2,Gabrg1,0.264,0.633,0.417061611,1.36E-102,-1.409606059
PVT-5,Stox1,0.184,0.441,0.41723356,1.42E-08,-1.362042146
PVT-2,Thbs3,0.048,0.115,0.417391304,6.10E-09,-1.329285942
PVT-1,Rskr,0.066,0.158,0.417721519,8.17E-10,-1.500630043
PVT-2,Samd11,0.028,0.067,0.417910448,0.001405101,-1.24824937
PVT-4,Rnf152,0.143,0.342,0.418128655,5.92E-12,-1.872426302
PVT-4,Cpne5,0.069,0.165,0.418181818,0.033859562,-1.215833692
PVT-2,Gm9984,0.064,0.153,0.418300654,4.19E-13,-1.386757556
PVT-2,Ston2,0.09,0.215,0.418604651,1.90E-20,-1.168456396
PVT-2,Gm9916,0.036,0.086,0.418604651,1.11E-05,-1.250283484
PVT-2,Smad3,0.076,0.181,0.419889503,2.51E-16,-1.232129704
PVT-4,Nectin1,0.105,0.25,0.42,1.06E-05,-1.358243155
PVT-2,Impg2,0.071,0.169,0.420118343,6.88E-15,-1.271638283
PVT-4,Cd247,0.179,0.426,0.420187793,3.71E-15,-1.450142704
PVT-2,Hunk,0.096,0.228,0.421052632,1.64E-22,-1.278796171
PVT-2,Gm12930,0.076,0.18,0.422222222,2.29E-16,-1.277512292
PVT-2,Stac,0.087,0.206,0.422330097,4.54E-19,-1.218077709
PVT-3,Gpr156,0.113,0.267,0.423220974,0.000370636,-1.444890558
PVT-4,Egflam,0.072,0.17,0.423529412,0.017370164,-1.596638627
PVT-1,Klhl5,0.107,0.252,0.424603175,1.36E-19,-1.631920194
PVT-5,Adamts6,0.297,0.699,0.424892704,6.45E-28,-1.910774488
PVT-1,Htr4,0.04,0.094,0.425531915,0.000321343,-1.842986901
PVT-4,Adamts20,0.143,0.336,0.425595238,1.24E-09,-1.3691961
PVT-1,Fstl1,0.069,0.161,0.428571429,1.10E-09,-1.496372565
PVT-2,Fosl2,0.027,0.063,0.428571429,0.005788024,-1.409058361
PVT-5,Cthrc1,0.132,0.308,0.428571429,0.002174334,-1.07604899
PVT-2,Gm50368,0.037,0.086,0.430232558,3.51E-05,-1.169529611
PVT-2,Speg,0.172,0.398,0.432160804,3.45E-46,-1.300237409
PVT-2,Tesc,0.08,0.185,0.432432432,4.46E-16,-1.363445607
PVT-3,Mcub,0.196,0.453,0.432671082,1.83E-12,-1.562918909
PVT-2,Abcc4,0.074,0.171,0.432748538,1.66E-14,-1.302485882
PVT-2,Bmp2,0.029,0.067,0.432835821,0.004272076,-1.145028649
PVT-2,Cdh24,0.049,0.113,0.433628319,9.51E-08,-1.143419397
PVT-1,Adamts19,0.036,0.083,0.43373494,0.006317694,-1.501124879
PVT-1,Xkr6,0.105,0.242,0.433884298,1.07E-18,-1.88519662
PVT-2,Spata1,0.05,0.115,0.434782609,5.98E-08,-1.353270582
PVT-4,Sirpa,0.14,0.322,0.434782609,4.44E-09,-1.490954317
PVT-2,Cdr2,0.074,0.17,0.435294118,9.45E-14,-1.230370916
PVT-3,Mapk11,0.106,0.243,0.436213992,0.003632203,-1.422009475
PVT-3,Fign,0.26,0.595,0.43697479,4.59E-26,-2.472826368
PVT-3,Chrna7,0.143,0.327,0.437308869,4.21E-06,-1.445140657
PVT-1,Bmper,0.056,0.128,0.4375,1.77E-06,-1.443853159
PVT-2,Sox13,0.043,0.098,0.43877551,3.61E-06,-1.191209806
PVT-2,Gm14164,0.036,0.082,0.43902439,0.000144763,-1.236176537
PVT-3,Epha1,0.098,0.223,0.439461883,0.028119198,-1.354940506
PVT-5,Pcsk6,0.146,0.332,0.439759036,0.000126476,-1.576992444
PVT-3,Gm41609,0.155,0.352,0.440340909,2.01E-06,-1.237573934
PVT-3,St3gal4,0.189,0.429,0.440559441,6.11E-11,-1.573336565
PVT-1,Mpped1,0.041,0.093,0.440860215,0.002178918,-1.410151219
PVT-2,Wscd2,0.179,0.406,0.4408867,1.55E-45,-1.260573192
PVT-3,Samd14,0.136,0.308,0.441558442,4.55E-05,-1.294442931
PVT-4,Ell2,0.176,0.397,0.443324937,8.69E-14,-1.619915627
PVT-2,Efnb3,0.098,0.221,0.443438914,4.72E-19,-1.188025724
PVT-3,Cdh11,0.385,0.868,0.443548387,5.69E-69,-2.203642382
PVT-5,Cfap61,0.118,0.266,0.443609023,0.012455878,-1.579803662
PVT-5,Trpc4,0.127,0.286,0.444055944,0.005205011,-1.357992052
PVT-1,Phf21b,0.044,0.099,0.444444444,0.000810884,-1.424252925
PVT-1,Fam163a,0.04,0.09,0.444444444,0.002452866,-1.552767666
PVT-4,Shroom4,0.127,0.285,0.445614035,4.71E-07,-1.603611755
PVT-2,Gm10629,0.042,0.094,0.446808511,2.71E-05,-1.117507195
PVT-2,Isyna1,0.055,0.123,0.447154472,2.30E-08,-1.187401023
PVT-2,Clmp,0.073,0.163,0.447852761,4.68E-13,-1.556577163
PVT-1,Gm15680,0.095,0.212,0.448113208,2.01E-13,-1.479938078
PVT-1,Bace2,0.039,0.087,0.448275862,0.004560606,-1.495219447
PVT-3,Gm15345,0.143,0.319,0.448275862,3.50E-05,-1.3043198
PVT-5,Utrn,0.278,0.619,0.44911147,1.30E-17,-1.637763769
PVT-1,Ccdc187,0.04,0.089,0.449438202,0.003208971,-1.540247022
PVT-3,Man1a,0.125,0.278,0.449640288,0.000529833,-1.550677505
PVT-2,Dnah2,0.054,0.12,0.45,5.77E-08,-1.321560649
PVT-2,Rspo1,0.06,0.133,0.45112782,4.73E-09,-1.197496069
PVT-1,Gm15398,0.171,0.379,0.451187335,3.56E-34,-1.743190978
PVT-2,BC028471,0.098,0.217,0.451612903,1.61E-17,-1.117310136
PVT-3,Ankrd24,0.204,0.451,0.45232816,6.87E-11,-1.363530413
PVT-3,Gm10649,0.117,0.258,0.453488372,0.004748954,-1.280525694
PVT-3,Zfp385b,0.313,0.69,0.453623188,7.49E-37,-2.391493701
PVT-2,Chek2,0.035,0.077,0.454545455,0.001065698,-1.205195594
PVT-3,Gbe1,0.121,0.266,0.454887218,0.001012771,-1.742883444
PVT-1,Gypa,0.036,0.079,0.455696203,0.037326515,-1.171423302
PVT-2,Tnfrsf19,0.062,0.136,0.455882353,3.18E-09,-1.15674207
PVT-1,Gm13561,0.047,0.103,0.45631068,0.000810675,-1.387446198
PVT-2,Mns1,0.063,0.138,0.456521739,1.84E-09,-1.097615707
PVT-2,Gsto1,0.043,0.094,0.457446809,3.92E-05,-1.203261915
PVT-1,Ddo,0.038,0.083,0.457831325,0.019515858,-1.219585004
PVT-2,Vwa5b1,0.19,0.415,0.457831325,2.66E-47,-1.487715304
PVT-2,Catsperg2,0.049,0.107,0.457943925,2.38E-06,-1.015281464
PVT-4,Chrna4,0.116,0.252,0.46031746,4.81E-05,-1.403203828
PVT-2,Sulf2,0.036,0.078,0.461538462,0.000610393,-1.718328233
PVT-4,Xylt1,0.198,0.429,0.461538462,5.45E-15,-1.592546283
PVT-4,Exph5,0.187,0.405,0.461728395,3.80E-12,-1.327533461
PVT-2,Nbl1,0.103,0.223,0.461883408,6.49E-18,-1.16308806
PVT-4,Pag1,0.287,0.62,0.462903226,9.59E-33,-1.671374121
PVT-1,Sema5a,0.307,0.663,0.463046757,1.49E-98,-1.979724475
PVT-4,Slit2,0.113,0.244,0.463114754,1.86E-05,-2.675880816
PVT-2,Rbm11,0.044,0.095,0.463157895,5.67E-05,-1.169345029
PVT-4,Grid2ip,0.22,0.474,0.464135021,2.40E-17,-1.404856858
PVT-1,Gm2516,0.177,0.381,0.464566929,1.77E-31,-1.492979007
PVT-1,Gm41804,0.046,0.099,0.464646465,0.003315664,-1.198772322
PVT-2,Cmtr2,0.073,0.157,0.464968153,1.69E-10,-0.990700503
PVT-2,Gm50138,0.093,0.2,0.465,1.70E-15,-1.214377947
PVT-2,Gpr37,0.101,0.217,0.465437788,2.25E-16,-1.07481355
PVT-3,Runx2,0.306,0.657,0.465753425,6.94E-29,-1.915824088
PVT-1,Cped1,0.055,0.118,0.466101695,0.000108522,-1.374287542
PVT-4,Lef1,0.328,0.703,0.466571835,5.46E-53,-2.588498394
PVT-2,Cfap44,0.084,0.18,0.466666667,7.23E-13,-1.138730911
PVT-3,Kcnk3,0.14,0.3,0.466666667,0.000234099,-1.324987764
PVT-3,Sash1,0.309,0.662,0.466767372,2.63E-26,-1.55789583
PVT-2,Cadps2,0.114,0.244,0.467213115,5.69E-24,-3.917559103
PVT-4,Gm30382,0.309,0.661,0.467473525,4.15E-33,-1.561807879
PVT-2,Hrk,0.065,0.139,0.467625899,7.62E-09,-1.183991805
PVT-5,Ltbp1,0.132,0.282,0.468085106,0.019754597,-1.463973541
PVT-2,Gm48657,0.037,0.079,0.46835443,0.001584172,-0.997664451
PVT-4,Gm20752,0.163,0.348,0.468390805,2.10E-08,-1.332414828
PVT-2,Gm15577,0.253,0.539,0.469387755,2.08E-63,-1.212633373
PVT-4,Prlr,0.284,0.605,0.469421488,3.52E-27,-1.507353458
PVT-2,Dpyd,0.249,0.53,0.469811321,7.58E-73,-1.791632908
PVT-3,Asap2,0.347,0.737,0.47082768,1.48E-34,-1.62823364
PVT-4,Mical2,0.179,0.38,0.471052632,1.06E-10,-1.405524725
PVT-1,Gm45341,0.196,0.416,0.471153846,1.36E-35,-1.518482
PVT-5,Sema3e,0.165,0.35,0.471428571,0.000684547,-1.363588805
PVT-1,Gpr149,0.051,0.108,0.472222222,0.000784473,-1.463017274
PVT-2,Lrriq1,0.051,0.108,0.472222222,8.98E-06,-0.970391521
PVT-3,Gm20752,0.162,0.343,0.472303207,1.32E-05,-1.414669936
PVT-2,Gm12514,0.043,0.091,0.472527473,0.000250155,-0.95124265
PVT-2,Efnb2,0.113,0.239,0.472803347,7.56E-19,-1.064701084
PVT-2,Gm45904,0.107,0.226,0.473451327,2.20E-16,-1.024002688
PVT-4,Esr1,0.107,0.226,0.473451327,0.001812369,-1.43177298
PVT-2,Map3k14,0.101,0.213,0.474178404,7.88E-16,-1.171546479
PVT-2,Nrap,0.047,0.099,0.474747475,4.66E-05,-1.043423607
PVT-2,Gm48837,0.038,0.08,0.475,0.001724357,-1.096246276
PVT-5,Kcnmb2,0.307,0.646,0.475232198,8.22E-17,-1.626831588
PVT-3,Plekhg1,0.355,0.747,0.47523427,2.95E-42,-2.375178571
PVT-3,Tmem132d,0.234,0.492,0.475609756,3.79E-11,-1.265873779
PVT-2,Gm13936,0.051,0.107,0.476635514,1.15E-05,-1.139843942
PVT-5,Gm15345,0.151,0.316,0.477848101,0.005309753,-1.267911228
PVT-2,Traip,0.206,0.431,0.477958237,8.69E-46,-1.38502964
PVT-3,Mapk4,0.253,0.529,0.47826087,1.04E-12,-1.28041102
PVT-3,Ptk2b,0.136,0.284,0.478873239,0.000464584,-1.648002635
PVT-5,Dgkg,0.349,0.728,0.479395604,7.22E-23,-1.428056119
PVT-3,Cast,0.128,0.267,0.479400749,0.01137724,-1.169138159
PVT-2,Spg21,0.07,0.146,0.479452055,7.16E-09,-1.076977943
PVT-4,Gm20635,0.14,0.292,0.479452055,4.77E-06,-1.303208038
PVT-5,Gnb4,0.142,0.296,0.47972973,0.00541991,-1.565002533
PVT-4,Gsg1l,0.146,0.304,0.480263158,1.39E-06,-1.393491589
PVT-4,Pou6f2,0.11,0.229,0.480349345,0.002237776,-1.33255984
PVT-1,Nhs,0.137,0.285,0.480701754,5.60E-19,-1.438413268
PVT-2,Fibcd1,0.05,0.104,0.480769231,4.03E-05,-0.972333673
PVT-2,Ptpru,0.254,0.528,0.481060606,5.19E-58,-1.133365732
PVT-4,Pmepa1,0.14,0.291,0.481099656,1.18E-05,-1.225811828
PVT-1,Pbx3,0.143,0.297,0.481481481,5.50E-22,-2.810802144
PVT-2,Gm47728,0.052,0.108,0.481481481,2.25E-05,-1.040001637
PVT-2,Stk33,0.08,0.166,0.481927711,5.75E-11,-1.230882238
PVT-3,Pamr1,0.242,0.502,0.482071713,1.01E-11,-1.255369815
PVT-3,Pag1,0.294,0.609,0.482758621,4.27E-21,-1.501275596
PVT-3,Cerk,0.242,0.501,0.483033932,1.41E-13,-1.416775699
PVT-2,Nlrc3,0.087,0.18,0.483333333,5.39E-12,-1.023711991
PVT-3,Slc30a3,0.125,0.258,0.484496124,0.022297217,-1.178093341
PVT-5,Pcsk5,0.458,0.942,0.486199575,4.35E-74,-2.552829426
PVT-5,Tafa2,0.321,0.66,0.486363636,3.40E-23,-2.722303381
PVT-2,Gm5914,0.038,0.078,0.487179487,0.004310579,-1.029955407
PVT-1,Gm45323,0.274,0.562,0.487544484,4.48E-58,-1.525083862
PVT-2,Ryr2,0.208,0.426,0.488262911,6.99E-48,-1.778648682
PVT-5,Ell2,0.189,0.387,0.488372093,3.65E-06,-1.681859581
PVT-2,Gm26952,0.043,0.088,0.488636364,0.001319971,-1.023408535
PVT-3,Tafa2,0.325,0.665,0.488721805,5.07E-32,-2.739425257
PVT-3,Snx31,0.242,0.495,0.488888889,1.22E-10,-1.083218937
PVT-3,Tanc1,0.4,0.818,0.488997555,1.17E-51,-2.029531028
PVT-3,Cd247,0.204,0.417,0.489208633,1.85E-08,-1.50993409
PVT-2,Gm43221,0.07,0.143,0.48951049,7.67E-08,-0.997333595
PVT-3,Gm43462,0.147,0.3,0.49,0.002168593,-1.130403357
PVT-2,Tmem123,0.05,0.102,0.490196078,0.000131432,-1.035554739
PVT-2,Igsf10,0.05,0.102,0.490196078,0.000175367,-0.980063498
PVT-5,Gm20713,0.208,0.424,0.490566038,4.97E-07,-1.722988869
PVT-4,Cald1,0.113,0.23,0.491304348,0.002008495,-1.479920776
PVT-2,Gm44601,0.086,0.175,0.491428571,3.93E-11,-1.058872006
PVT-2,Lncenc1,0.064,0.13,0.492307692,5.81E-07,-1.118221526
PVT-2,Gm11146,0.101,0.205,0.492682927,1.80E-13,-1.033391581
PVT-1,Frem3,0.074,0.15,0.493333333,6.67E-06,-1.138880183
PVT-1,Gm45321,0.23,0.466,0.493562232,2.41E-40,-1.548916318
PVT-2,Siah3,0.079,0.16,0.49375,1.35E-09,-1.145028649
PVT-2,Slc37a1,0.164,0.332,0.493975904,6.28E-27,-1.070231387
PVT-2,Itga11,0.041,0.083,0.493975904,0.005343193,-1.085616861
PVT-2,S1pr3,0.042,0.085,0.494117647,0.004388722,-1.02443136
PVT-3,Gm30382,0.321,0.649,0.494607088,2.43E-20,-1.446421733
PVT-2,Gm33696,0.112,0.225,0.497777778,3.62E-15,-1.051135333
PVT-3,Lypd6,0.257,0.516,0.498062016,3.58E-13,-1.537056892
PVT-5,Sytl2,0.146,0.293,0.498293515,0.021276009,-1.447482713
PVT-1,Elmod1,0.174,0.349,0.498567335,3.27E-25,-1.532817866
PVT-1,Mctp2,0.186,0.372,0.5,1.33E-28,-1.715387867
PVT-2,Gm47134,0.058,0.116,0.5,3.37E-05,-0.913680564
PVT-2,Gm49685,0.053,0.106,0.5,0.000134764,-0.99798226
PVT-2,Polm,0.052,0.104,0.5,0.000264305,-0.962695344
PVT-2,Oacyl,0.045,0.09,0.5,0.001382867,-1.032304204
PVT-2,Gm40893,0.035,0.07,0.5,0.034891879,-1.066251536
PVT-4,Gm12027,0.129,0.257,0.501945525,0.002235768,-0.982764147
PVT-2,Tes,0.082,0.163,0.503067485,5.47E-09,-1.02620886
PVT-3,Shisa7,0.151,0.3,0.503333333,0.002815998,-1.148558987
PVT-3,Epha7,0.396,0.785,0.504458599,1.45E-41,-1.920633246
PVT-2,Gm11099,0.26,0.515,0.504854369,4.80E-55,-1.22934567
PVT-4,Nacc2,0.135,0.267,0.505617978,0.000344723,-1.200330858
PVT-3,Mb21d2,0.245,0.484,0.506198347,2.68E-12,-1.529023338
PVT-4,Zfp385b,0.353,0.697,0.506456241,1.65E-42,-2.132424904
PVT-4,Gm1715,0.116,0.229,0.506550218,0.010019137,-0.999642716
PVT-2,Rasgef1c,0.038,0.075,0.506666667,0.033102379,-1.096246276
PVT-3,Rapgef4os1,0.151,0.298,0.506711409,0.010395485,-0.986177856
PVT-2,Glra3,0.144,0.284,0.507042254,5.34E-20,-1.070599189
PVT-1,Adgra2,0.066,0.13,0.507692308,0.000329875,-1.074032041
PVT-2,Tex15,0.065,0.128,0.5078125,7.49E-06,-0.926321275
PVT-2,Gm12526,0.064,0.126,0.507936508,7.13E-06,-1.02443136
PVT-1,Ankfn1,0.063,0.124,0.508064516,0.000577944,-1.561526897
PVT-2,Pcdh18,0.062,0.122,0.508196721,1.52E-05,-0.832970799
PVT-2,Arg2,0.055,0.108,0.509259259,0.000139598,-1.005013906
PVT-2,Rad21l,0.05,0.098,0.510204082,0.001532744,-0.823297792
PVT-1,Gm39185,0.074,0.145,0.510344828,3.43E-05,-1.14172561
PVT-2,Gm26839,0.049,0.096,0.510416667,0.00105824,-0.949212115
PVT-2,Catsperg1,0.089,0.174,0.511494253,2.67E-09,-0.84761125
PVT-1,Cadps2,0.109,0.213,0.511737089,9.23E-12,-3.817078799
PVT-2,Cyb5r3,0.043,0.084,0.511904762,0.021672482,-0.843859115
PVT-4,Stard9,0.284,0.554,0.512635379,3.90E-20,-1.390581227
PVT-3,Myo1b,0.14,0.273,0.512820513,0.011973331,-1.283314949
PVT-4,Plpp4,0.165,0.321,0.514018692,0.000363953,-0.619996262
PVT-5,Gm41609,0.179,0.348,0.514367816,0.002728229,-1.218485801
PVT-4,Creg1,0.143,0.278,0.514388489,0.000234527,-1.172799497
PVT-2,Mak,0.07,0.136,0.514705882,2.57E-06,-0.984036773
PVT-3,Nr2f1,0.245,0.476,0.514705882,5.33E-11,-1.405430054
PVT-3,Myo10,0.174,0.338,0.514792899,0.000143393,-1.2845632
PVT-2,Mpped1,0.052,0.101,0.514851485,0.00060257,-1.252139248
PVT-4,Gm29865,0.273,0.53,0.51509434,2.75E-17,-1.238509891
PVT-1,Itpr2,0.068,0.132,0.515151515,0.000255003,-1.236860987
PVT-4,Tshz3,0.281,0.545,0.51559633,6.37E-18,-1.306522416
PVT-3,Tom1l1,0.181,0.351,0.515669516,0.000156414,-1.177928922
PVT-3,Mgll,0.328,0.636,0.51572327,2.88E-21,-1.518650705
PVT-3,Wdr1,0.147,0.285,0.515789474,0.012837489,-1.15299563
PVT-2,Coq8b,0.081,0.157,0.515923567,8.37E-08,-1.002288477
PVT-1,Fstl4,0.225,0.436,0.516055046,3.91E-37,-1.864165093
PVT-5,Sntg2,0.401,0.777,0.516087516,5.04E-29,-1.705220613
PVT-2,Gm16070,0.062,0.12,0.516666667,2.63E-05,-1.069493549
PVT-2,Mov10l1,0.046,0.089,0.516853933,0.005813677,-1.08143794
PVT-4,Hs3st5,0.333,0.644,0.517080745,5.75E-24,-1.277992728
PVT-1,Pde1a,0.142,0.274,0.518248175,9.48E-17,-1.964441479
PVT-2,Plxdc1,0.084,0.162,0.518518519,7.79E-08,-0.816747269
PVT-5,Gulp1,0.392,0.755,0.519205298,1.01E-23,-1.47561109
PVT-1,Pde3a,0.165,0.317,0.520504732,5.96E-19,-1.428127106
PVT-3,Rnf152,0.174,0.334,0.520958084,0.000118675,-1.476246802
PVT-2,Uchl4,0.08,0.153,0.522875817,3.97E-07,-0.877806447
PVT-2,Lhpp,0.087,0.166,0.524096386,3.32E-08,-0.950774319
PVT-4,Map3k5,0.204,0.389,0.524421594,8.70E-09,-1.22645027
PVT-2,Cpne2,0.182,0.347,0.524495677,7.92E-25,-1.006761678
PVT-2,Dpf1,0.117,0.223,0.524663677,2.07E-12,-0.882412355
PVT-3,Myo1e,0.223,0.425,0.524705882,1.82E-07,-1.296626992
PVT-2,Mob3b,0.169,0.322,0.52484472,2.80E-22,-0.992110073
PVT-2,Adam32,0.061,0.116,0.525862069,0.000216744,-0.909447456
PVT-2,Pex10,0.05,0.095,0.526315789,0.005655201,-0.890653326
PVT-3,Etv1,0.355,0.674,0.526706231,2.79E-23,-1.488758267
PVT-2,Gm20125,0.059,0.112,0.526785714,0.000383906,-0.791042416
PVT-2,AW551984,0.117,0.222,0.527027027,9.49E-12,-0.794241182
PVT-2,St8sia2,0.173,0.328,0.527439024,2.79E-21,-0.887263799
PVT-5,Plcl1,0.335,0.635,0.527559055,4.18E-19,-1.903059486
PVT-1,Pou6f2,0.133,0.252,0.527777778,6.56E-13,-1.487740803
PVT-2,Prdm5,0.076,0.144,0.527777778,1.99E-06,-0.851986996
PVT-2,Lgals3,0.066,0.125,0.528,4.27E-05,-0.953206511
PVT-3,Kcnab1,0.498,0.943,0.528101803,2.21E-102,-3.004125553
PVT-3,Utrn,0.328,0.621,0.528180354,2.72E-18,-1.524366711
PVT-3,Gm47591,0.185,0.35,0.528571429,0.002018693,-0.940821445
PVT-2,Gm16958,0.055,0.104,0.528846154,0.002000874,-0.878457776
PVT-3,Kcnmb4,0.174,0.329,0.52887538,0.003951814,-0.970993699
PVT-5,Mcub,0.236,0.446,0.529147982,8.31E-06,-1.238720835
PVT-1,Slc44a5,0.275,0.519,0.529865125,3.51E-46,-1.691865438
PVT-2,Arhgef33,0.044,0.083,0.530120482,0.037282122,-0.925389
PVT-5,Pdia5,0.368,0.694,0.530259366,1.10E-19,-1.418209118
PVT-5,Bdnf,0.208,0.392,0.530612245,0.00057282,-1.213509434
PVT-3,Trim66,0.181,0.341,0.530791789,0.001259584,-1.049330433
PVT-2,Pdgfb,0.077,0.145,0.531034483,3.43E-06,-0.881092021
PVT-2,Gm32036,0.239,0.45,0.531111111,1.96E-36,-0.983998386
PVT-2,Htr1b,0.05,0.094,0.531914894,0.0119412,-0.850778529
PVT-2,Arsj,0.172,0.323,0.53250774,5.87E-21,-0.953022558
PVT-3,Trpc3,0.434,0.815,0.532515337,2.82E-29,-1.108342097
PVT-2,Cfap300,0.198,0.371,0.533692722,3.46E-27,-1.022581064
PVT-4,Etv1,0.364,0.682,0.53372434,1.84E-30,-1.400376657
